매출_일련번호,매출년월,시간대_G2,매출금액,연령대_10세,성별,추정라이프스테이지,추정직업군,추정연소득구간,페르소나_1인가구_등급,페르소나_1인가구_스코어,페르소나_액티브시니어_등급,페르소나_액티브시니어_스코어,페르소나_반려동물보유_등급,페르소나_반려동물보유_스코어,페르소나_온라인쇼핑_등급,페르소나_온라인쇼핑_스코어,페르소나_건강관심_등급,페르소나_건강관심_스코어,페르소나_자녀교육관심_등급,페르소나_자녀교육관심_스코어,페르소나_문화활동관심_등급,페르소나_문화활동관심_스코어,페르소나_프리미엄소비_등급,페르소나_프리미엄소비_스코어,페르소나_가격민감_등급,페르소나_가격민감_스코어,페르소나_얼리어답터_등급,페르소나_얼리어답터_스코어,페르소나_아웃도어활동관심_등급,페르소나_아웃도어활동관심_스코어,페르소나_국내여행관심_등급,페르소나_국내여행관심_스코어,페르소나_해외여행관심_등급,페르소나_해외여행관심_스코어,페르소나_배달식선호_등급,페르소나_배달식선호_스코어,페르소나_간편식선호_등급,페르소나_간편식선호_스코어,페르소나_밀키트선호_등급,페르소나_밀키트선호_스코어,개인신용판매_이용금액_등급,주점업종_이용금액_등급,주류판매점업종_이용금액_등급,제과아이스크림업종_이용금액_등급,커피음료업종_이용금액_등급,한식업종_이용금액_등급,일식업종_이용금액_등급,중식업종_이용금액_등급,양식업종_이용금액_등급,부페업종_이용금액_등급,패스트푸드업종_이용금액_등급,간이음식점업종_이용금액_등급,할인점업종_이용금액_등급,마트업종_이용금액_등급,백화점업종_이용금액_등급,편의점업종_이용금액_등급,배달앱업종_이용금액_등급,현금서비스사용여부,가맹점_소재_광역시도,가맹점_소재_시군구,가맹점_소재_행정동,가맹점_지역_상권유형_(추정),매출발생요일,매출발생일_휴일여부,점포번호,포스번호,매출번호,구매수량,제품코드,제품코드명,제품금액,제품수량,제품대분류코드,제품대분류코드명,제품중분류코드,제품중분류코드명,제품소분류코드,제품소분류코드명
334,202103,18-24,82489,20대,F,학생,서비스직,0-2000,5,0.1608,4,0.9738,4,0.5846,4,0.7108,2,0.415,3,0.1568,3,0.034,1,0.6034,4,0.8401,5,0.5261,5,0.2516,2,0.2643,3,0.5282,5,0.2133,4,0.9405,2,0.7144,3,2,5,1,2,2,2,2,4,2,1,5,1,4,3,5,2,Y,강원,시군구5,행정동3,상권유형B,Monday,N,289,27,144401,2,P62994,도시락,12541,3,200,생활,110,음료,112,사이다
335,202011,12-18,55762,20대,F,학생,생산직,8000+,5,0.3578,4,0.4007,3,0.2127,3,0.8496,5,0.1062,5,0.2711,3,0.064,1,0.0276,3,0.0269,5,0.1963,3,0.1089,1,0.4387,2,0.2784,5,0.0942,1,0.8114,2,0.4406,4,5,2,3,5,4,2,5,3,5,1,3,4,4,3,5,1,N,경북,시군구2,행정동2,상권유형A,Wednesday,Y,6,80,192520,5,P62409,스낵,35188,1,200,생활,120,스낵,211,의류
336,202103,18-24,54355,20대,M,학생,사무직,4000-6000,2,0.7756,3,0.1623,2,0.6849,1,0.0087,1,0.0354,5,0.1275,5,0.1233,4,0.7344,4,0.8293,4,0.7244,2,0.6288,5,0.4893,5,0.3595,4,0.6684,4,0.3683,5,0.1499,3,5,4,1,1,1,5,3,3,3,4,2,3,4,4,2,3,N,대전,시군구5,행정동4,상권유형A,Friday,N,194,26,147335,3,P39426,도시락,38207,4,300,서비스,120,스낵,122,초콜릿
337,202105,12-18,46024,10대,F,직장인,무직,2000-4000,2,0.6951,5,0.0559,3,0.828,5,0.1704,1,0.2445,4,0.9341,2,0.4292,3,0.1307,2,0.9217,3,0.0689,4,0.5075,5,0.5699,5,0.826,3,0.0074,1,0.7714,1,0.9585,4,5,3,5,5,4,4,2,4,2,5,3,4,3,1,2,3,N,경북,시군구1,행정동3,상권유형B,Thursday,Y,488,73,175511,3,P34294,간식,49881,2,100,식음료,220,의류,122,초콜릿
338,202009,06-12,82100,30대,F,학생,생산직,4000-6000,5,0.6659,2,0.6362,4,0.1095,1,0.471,1,0.4781,2,0.2883,4,0.8293,1,0.8773,3,0.6301,5,0.5176,4,0.155,4,0.8575,2,0.0575,2,0.8324,5,0.5059,4,0.6923,2,4,4,4,1,5,4,4,1,3,4,1,1,1,3,1,4,Y,인천,시군구3,행정동1,상권유형B,Sunday,N,491,41,196898,4,P17929,도시락,22863,2,300,서비스,220,의류,111,콜라
339,202008,18-24,5301,50대,M,은퇴,사무직,6000-8000,4,0.8294,1,0.9834,4,0.4003,4,0.8505,4,0.5077,2,0.5012,1,0.342,2,0.9483,4,0.6254,1,0.053,4,0.5864,2,0.5899,5,0.7685,5,0.5627,2,0.5391,2,0.3542,1,1,1,5,3,1,2,2,5,5,1,5,4,2,4,1,1,N,경기,시군구4,행정동2,상권유형A,Friday,N,336,70,115345,2,P83884,음료,4874,3,100,식음료,310,헬스,122,초콜릿
340,202105,06-12,10182,40대,M,자영업,전문의,4000-6000,2,0.2771,4,0.8958,3,0.7335,2,0.9651,1,0.2176,4,0.9965,4,0.4275,4,0.6953,3,0.149,4,0.5284,1,0.062,3,0.9787,3,0.8278,3,0.2468,3,0.5206,3,0.1286,3,5,5,4,3,3,5,2,2,5,4,3,3,1,1,1,3,N,부산,시군구4,행정동2,상권유형C,Monday,N,231,29,192918,5,P77615,생필품,33522,3,300,서비스,210,주택,121,과자
341,202101,12-18,42915,10대,M,취업준비,무직,8000+,4,0.3397,4,0.7021,3,0.1637,2,0.5949,4,0.6128,1,0.5666,3,0.6003,2,0.5329,2,0.5683,1,0.6859,2,0.383,4,0.7268,2,0.706,3,0.4736,2,0.8037,2,0.799,5,1,2,5,1,1,2,2,3,2,2,2,3,4,2,2,4,N,경북,시군구1,행정동3,상권유형C,Friday,N,429,9,111372,4,P68959,간식,38085,3,300,서비스,310,헬스,122,초콜릿
342,202009,00-06,40053,40대,F,은퇴,생산직,8000+,1,0.0423,5,0.9906,5,0.5665,1,0.2121,1,0.1812,3,0.4115,5,0.3021,3,0.6021,5,0.3752,4,0.4192,1,0.7925,3,0.9885,2,0.0545,2,0.2624,1,0.9186,4,0.802,1,3,3,2,5,4,4,3,4,5,3,3,3,2,2,1,4,N,전북,시군구1,행정동5,상권유형B,Wednesday,N,290,78,162274,4,P74651,간식,2052,4,200,생활,110,음료,121,과자
343,202101,00-06,55014,20대,F,자영업,무직,2000-4000,3,0.8687,2,0.7228,2,0.6718,2,0.1846,4,0.3262,4,0.9298,2,0.4325,4,0.4289,1,0.229,2,0.4169,5,0.89,1,0.5507,3,0.7427,2,0.5329,1,0.3195,1,0.543,5,5,4,1,5,4,4,1,2,5,3,1,2,2,2,1,5,N,부산,시군구4,행정동5,상권유형B,Thursday,Y,30,1,145121,8,P82592,간식,10149,2,200,생활,110,음료,121,과자
344,202012,12-18,74041,60대,M,자영업,전문의,6000-8000,2,0.5824,3,0.3393,1,0.3548,4,0.6394,4,0.1957,5,0.2225,5,0.3863,4,0.0836,5,0.5833,4,0.1228,2,0.2452,5,0.6784,3,0.7232,2,0.5716,5,0.6419,1,1.0,3,1,4,5,2,1,2,2,2,1,5,4,4,3,3,4,4,N,인천,시군구5,행정동4,상권유형C,Monday,N,191,53,128432,1,P10213,음료,17495,3,200,생활,220,의류,112,사이다
345,202104,00-06,59166,20대,M,학생,자영업자,2000-4000,5,0.2981,3,0.6012,4,0.832,3,0.2101,5,0.6967,1,0.1795,3,0.3419,4,0.9288,4,0.0012,4,0.3018,3,0.8595,5,0.7379,4,0.0131,4,0.7717,1,0.6284,2,0.3864,2,3,3,4,2,5,4,4,1,5,5,3,2,3,1,5,3,N,강원,시군구4,행정동5,상권유형B,Sunday,Y,162,6,163887,3,P70444,생필품,25795,2,200,생활,120,스낵,122,초콜릿
346,202009,18-24,26487,40대,M,자영업,서비스직,8000+,1,0.0694,2,0.0798,5,0.5107,1,0.5531,2,0.5166,2,0.5354,2,0.3884,2,0.3292,1,0.2764,5,0.4443,5,0.8918,1,0.7547,1,0.8923,3,0.4661,1,0.8875,5,0.9421,3,3,5,4,4,2,1,2,1,2,1,1,3,5,3,5,2,N,경기,시군구5,행정동1,상권유형A,Wednesday,Y,334,56,190041,4,P99405,음료,25980,1,100,식음료,120,스낵,121,과자
347,202105,18-24,33401,30대,M,직장인,사무직,2000-4000,5,0.7234,4,0.2217,4,0.627,2,0.8348,1,0.7361,2,0.4273,1,0.0111,3,0.3128,2,0.656,4,0.8636,5,0.6069,4,0.0244,3,0.1322,2,0.7866,3,0.4472,1,0.6303,5,1,5,2,2,3,2,3,5,4,1,3,5,1,1,5,5,N,부산,시군구5,행정동5,상권유형C,Saturday,N,110,11,106951,4,P84537,간식,10220,2,300,서비스,120,스낵,211,의류
348,202105,12-18,75480,40대,M,은퇴,생산직,2000-4000,2,0.7487,3,0.4175,3,0.1409,1,0.3898,4,0.0572,3,0.797,1,0.8863,5,0.1913,2,0.455,5,0.898,2,0.9822,5,0.1275,4,0.9608,1,0.0692,5,0.1902,1,0.7364,5,1,4,2,1,2,3,2,3,5,5,1,4,5,1,1,5,N,경남,시군구5,행정동3,상권유형B,Thursday,N,388,17,117092,1,P33908,생필품,10394,3,100,식음료,110,음료,211,의류
349,202008,12-18,20945,30대,M,직장인,무직,6000-8000,1,0.6662,4,0.2018,2,0.0232,3,0.3785,3,0.4254,1,0.042,2,0.9773,5,0.9924,5,0.1456,1,0.9536,5,0.2462,3,0.2277,5,0.0708,3,0.9213,1,0.2031,3,0.9171,4,5,1,4,4,5,4,5,4,3,2,2,1,2,3,1,1,N,경기,시군구4,행정동2,상권유형C,Sunday,Y,122,98,150801,3,P63056,도시락,46836,1,100,식음료,120,스낵,122,초콜릿
350,202007,12-18,50913,50대,F,자영업,자영업자,6000-8000,4,0.2038,3,0.9535,3,0.0507,5,0.0361,5,0.967,5,0.6177,3,0.8625,1,0.9426,3,0.0013,2,0.1003,4,0.069,1,0.2715,2,0.238,2,0.1855,2,0.0513,1,0.8312,3,5,4,3,2,4,2,2,1,2,1,5,1,5,5,5,3,N,충남,시군구4,행정동2,상권유형C,Wednesday,N,314,91,110675,3,P33615,간식,36079,3,200,생활,310,헬스,121,과자
351,202012,00-06,54340,20대,M,취업준비,자영업자,0-2000,4,0.9132,2,0.9956,1,0.9039,5,0.2541,1,0.0536,5,0.7107,5,0.0057,5,0.3494,2,0.2704,3,0.2962,4,0.8434,4,0.9054,4,0.6902,2,0.8366,3,0.1007,3,0.2887,5,1,3,1,3,5,4,4,5,5,1,4,3,3,4,1,4,N,전남,시군구4,행정동2,상권유형C,Monday,N,151,45,131678,9,P21676,생필품,25606,3,200,생활,110,음료,121,과자
352,202006,06-12,75276,60대,F,학생,무직,4000-6000,1,0.7532,5,0.3709,3,0.8826,5,0.6982,3,0.4184,2,0.9719,5,0.7509,5,0.26,5,0.5491,1,0.4629,1,0.4909,5,0.7226,2,0.1372,1,0.4946,3,0.3012,2,0.8672,5,2,3,2,4,2,4,4,2,3,3,3,4,3,2,4,4,N,대구,시군구2,행정동5,상권유형B,Thursday,N,124,35,141456,1,P37092,도시락,16896,3,100,식음료,310,헬스,121,과자
353,202009,06-12,71721,30대,M,학생,생산직,2000-4000,1,0.6578,3,0.7092,2,0.8076,1,0.3604,1,0.0404,3,0.1458,4,0.5731,5,0.8054,1,0.5345,1,0.6417,4,0.3465,2,0.1433,4,0.185,5,0.1047,1,0.1026,4,0.5397,4,2,5,2,3,3,5,3,3,4,5,3,3,4,2,1,5,N,대전,시군구3,행정동3,상권유형C,Monday,N,352,69,143224,5,P41114,도시락,23740,4,200,생활,210,주택,122,초콜릿
354,202011,18-24,47003,50대,M,은퇴,서비스직,6000-8000,1,0.6509,4,0.4078,2,0.1996,3,0.1583,3,0.1467,3,0.2462,3,0.0942,2,0.4226,5,0.1311,1,0.7028,4,0.0552,1,0.4264,2,0.0112,1,0.3598,5,0.8711,1,0.0448,5,1,3,5,5,3,1,5,3,4,5,3,5,1,3,1,2,N,전북,시군구2,행정동1,상권유형B,Saturday,N,471,38,168530,2,P96553,생필품,48301,2,300,서비스,220,의류,211,의류
355,202105,00-06,31607,50대,F,자영업,무직,4000-6000,3,0.9044,3,0.1395,3,0.5255,1,0.1058,1,0.4625,1,0.9324,4,0.9329,3,0.9678,5,0.6137,4,0.786,3,0.0646,2,0.2431,4,0.8265,1,0.9183,2,0.362,1,0.6738,5,1,5,2,4,2,3,5,4,2,4,1,5,4,1,4,5,N,전남,시군구3,행정동5,상권유형C,Sunday,N,400,15,146191,9,P52140,간식,15716,4,100,식음료,220,의류,122,초콜릿
356,202105,06-12,37422,70대,F,취업준비,전문의,8000+,1,0.9283,2,0.3369,5,0.7961,3,0.0951,4,0.1575,5,0.6306,2,0.7762,1,0.9012,2,0.9989,3,0.4959,3,0.0907,5,0.8299,3,0.0376,4,0.8347,4,0.3685,1,0.4997,1,3,4,3,5,5,4,1,1,3,2,2,3,4,4,4,2,N,인천,시군구3,행정동4,상권유형C,Tuesday,N,256,24,105258,5,P85698,음료,16855,3,100,식음료,110,음료,122,초콜릿
357,202007,06-12,41747,20대,F,자영업,서비스직,8000+,4,0.5956,5,0.2334,2,0.6747,3,0.6591,4,0.5188,4,0.038,2,0.1453,1,0.7595,1,0.5849,4,0.5566,2,0.1836,3,0.9178,2,0.6326,2,0.7223,3,0.7575,4,0.5366,1,3,1,3,5,5,3,3,5,2,4,5,2,1,1,1,1,N,대전,시군구1,행정동2,상권유형C,Monday,Y,457,62,164620,3,P95897,음료,22723,1,300,서비스,120,스낵,121,과자
358,202104,00-06,22699,30대,F,학생,서비스직,6000-8000,1,0.4167,2,0.3281,5,0.1155,4,0.6126,1,0.9227,2,0.0773,3,0.964,3,0.0899,5,0.5276,5,0.9606,4,0.9704,1,0.1643,3,0.5823,5,0.3798,3,0.3013,4,0.4115,3,5,4,1,4,5,2,1,1,1,5,5,1,1,4,1,4,N,전남,시군구1,행정동4,상권유형B,Saturday,Y,413,96,131288,9,P67355,간식,9821,2,100,식음료,310,헬스,112,사이다
359,202007,00-06,62915,30대,M,학생,무직,6000-8000,4,0.3637,5,0.215,3,0.8955,2,0.5185,3,0.2004,3,0.7854,5,0.1262,2,0.7021,5,0.6226,1,0.24,1,0.2814,3,0.4166,4,0.5112,3,0.5888,5,0.7152,1,0.0641,5,2,3,3,3,3,3,5,4,4,3,1,1,4,2,5,5,N,대전,시군구5,행정동2,상권유형C,Friday,N,459,65,100901,6,P54267,간식,5979,2,300,서비스,220,의류,112,사이다
360,202102,06-12,21629,30대,M,직장인,사무직,8000+,5,0.8191,3,0.1123,5,0.1607,1,0.5003,3,0.1072,2,0.5675,1,0.4547,2,0.9873,2,0.8797,5,0.8038,2,0.817,5,0.9528,4,0.3752,4,0.2321,2,0.8224,3,0.1802,2,3,3,2,3,1,3,5,2,2,3,5,4,1,2,2,2,N,부산,시군구3,행정동3,상권유형C,Saturday,N,5,61,178414,2,P54483,생필품,44693,1,300,서비스,120,스낵,211,의류
361,202104,00-06,65219,40대,F,자영업,사무직,0-2000,4,0.6446,1,0.2174,2,0.1718,3,0.1531,4,0.8253,2,0.5654,1,0.159,2,0.3733,1,0.946,2,0.7118,3,0.0194,1,0.6571,4,0.2996,5,0.6478,5,0.3602,4,0.7565,5,2,2,5,4,1,3,3,5,3,3,1,2,3,3,5,1,N,경기,시군구1,행정동1,상권유형A,Thursday,N,406,78,142827,7,P80674,음료,34367,3,200,생활,210,주택,121,과자
362,202104,00-06,75397,70대,F,은퇴,자영업자,6000-8000,5,0.0773,1,0.9058,5,0.901,3,0.5006,3,0.4603,2,0.8799,1,0.1502,3,0.8816,2,0.041,3,0.1401,1,0.3218,3,0.8681,4,0.9569,5,0.2609,2,0.4778,1,0.2342,5,1,1,2,1,3,5,2,3,1,5,3,1,2,1,3,5,N,대구,시군구2,행정동2,상권유형C,Friday,N,259,7,165921,7,P39431,음료,17150,4,200,생활,210,주택,121,과자
363,202008,06-12,96222,70대,F,자영업,사무직,6000-8000,5,0.1422,5,0.0852,4,0.4846,4,0.0599,3,0.8826,1,0.2411,2,0.9678,1,0.4081,1,0.205,5,0.9265,5,0.9062,2,0.3577,5,0.7854,5,0.829,2,0.3222,1,0.6277,1,4,4,2,3,5,3,5,5,4,4,5,1,4,2,5,1,N,충북,시군구5,행정동2,상권유형B,Tuesday,N,349,62,165462,5,P50907,음료,28748,4,300,서비스,110,음료,121,과자
364,202104,00-06,12772,30대,F,취업준비,서비스직,0-2000,1,0.9002,3,0.3248,4,0.3729,1,0.9259,5,0.3061,5,0.1604,1,0.5721,5,0.9713,4,0.1158,2,0.8554,5,0.185,1,0.2097,3,0.9227,3,0.7045,1,0.4232,4,0.5419,3,4,2,3,2,4,2,2,5,1,1,2,3,5,2,5,4,N,경남,시군구4,행정동4,상권유형A,Wednesday,N,467,20,108446,1,P40155,스낵,25056,3,100,식음료,310,헬스,112,사이다
365,202007,12-18,76213,40대,M,은퇴,무직,8000+,2,0.8845,2,0.5284,3,0.5537,4,0.058,3,0.6275,4,0.6138,1,0.2592,4,0.6536,3,0.7724,5,0.7795,3,0.284,3,0.6913,3,0.7339,5,0.3861,2,0.5807,3,0.2214,2,4,1,2,3,4,1,4,2,2,5,5,3,5,5,4,1,N,부산,시군구5,행정동4,상권유형A,Friday,N,260,42,183194,7,P33289,도시락,5428,1,100,식음료,120,스낵,111,콜라
366,202012,00-06,9512,50대,M,직장인,생산직,6000-8000,4,0.9518,5,0.3545,3,0.9814,3,0.4235,5,0.9233,5,0.8824,1,0.7764,4,0.0965,2,0.0456,3,0.1268,3,0.8265,4,0.1374,3,0.829,2,0.6595,3,0.3496,4,0.2806,1,1,3,3,5,4,1,4,2,1,3,5,1,4,1,1,4,N,광주,시군구4,행정동4,상권유형C,Sunday,Y,344,48,120181,4,P39309,스낵,37855,4,100,식음료,310,헬스,112,사이다
367,202011,06-12,34387,60대,M,은퇴,자영업자,2000-4000,2,0.4279,4,0.5176,3,0.1196,4,0.0006,5,0.1717,1,0.2653,2,0.8752,5,0.479,4,0.9026,1,0.1397,2,0.1214,4,0.8399,3,0.9642,5,0.3251,4,0.4641,3,0.3836,4,4,4,4,3,5,3,2,1,5,3,3,3,4,1,5,1,N,충북,시군구4,행정동3,상권유형B,Wednesday,N,491,73,174864,1,P18910,음료,5567,1,200,생활,120,스낵,112,사이다
368,202009,06-12,18452,20대,F,학생,생산직,4000-6000,4,0.7841,4,0.0434,5,0.7569,5,0.7862,5,0.8007,4,0.6813,4,0.9176,4,0.0497,4,0.0206,5,0.6832,2,0.0532,1,0.7548,1,0.4536,5,0.1557,3,0.4962,5,0.8802,2,4,2,5,3,5,2,2,4,4,1,5,3,1,2,2,2,N,대구,시군구2,행정동2,상권유형B,Wednesday,N,57,19,172517,4,P87633,도시락,28699,2,300,서비스,220,의류,111,콜라
369,202006,18-24,17066,30대,F,학생,사무직,4000-6000,4,0.8282,4,0.6486,4,0.3343,2,0.1662,5,0.6315,3,0.1524,1,0.933,2,0.3951,1,0.6025,1,0.1073,5,0.966,1,0.3049,5,0.9069,2,0.2352,2,0.0245,1,0.9413,3,3,2,5,3,2,1,5,1,4,4,1,1,5,3,2,3,N,강원,시군구5,행정동3,상권유형B,Friday,N,371,95,112267,5,P88256,스낵,15001,4,200,생활,210,주택,111,콜라
370,202103,12-18,18359,50대,M,학생,서비스직,8000+,5,0.3157,1,0.5635,1,0.117,4,0.9249,4,0.8129,4,0.1719,2,0.9056,5,0.9154,3,0.2756,4,0.1133,3,0.4048,3,0.4987,3,0.0431,1,0.2717,2,0.1636,1,0.3868,4,4,3,2,2,4,2,3,1,3,1,3,5,5,4,3,5,N,인천,시군구4,행정동2,상권유형C,Monday,N,355,60,111664,1,P71317,스낵,22111,4,300,서비스,310,헬스,211,의류
371,202010,18-24,5349,30대,F,은퇴,자영업자,8000+,2,0.1453,1,0.681,4,0.4219,1,0.044,3,0.1707,5,0.9015,5,0.6389,3,0.2322,5,0.4706,3,0.4003,5,0.6579,2,0.7992,3,0.1079,4,0.2266,5,0.5414,4,0.0462,3,1,5,4,4,2,2,3,5,5,1,2,2,1,3,2,4,N,충남,시군구2,행정동3,상권유형A,Friday,N,95,35,184763,2,P77818,간식,23918,1,200,생활,220,의류,111,콜라
372,202101,06-12,82487,30대,F,학생,사무직,8000+,2,0.997,4,0.5673,5,0.5488,5,0.8208,3,0.4341,2,0.118,1,0.3425,3,0.9506,4,0.4419,1,0.0054,1,0.1271,2,0.9349,5,0.4904,1,0.6784,2,0.0027,5,0.6009,1,2,1,2,2,4,3,5,4,1,4,4,1,4,3,4,5,N,대전,시군구2,행정동4,상권유형B,Monday,N,8,31,100970,6,P46612,스낵,22040,3,300,서비스,210,주택,111,콜라
373,202010,06-12,7051,70대,M,은퇴,전문의,6000-8000,1,0.0302,1,0.4379,4,0.206,3,0.6566,2,0.1288,1,0.0243,5,0.9256,3,0.0999,5,0.7489,3,0.7215,1,0.2202,3,0.3522,3,0.454,1,0.7397,2,0.7042,1,0.4176,1,1,5,5,5,1,1,3,3,3,2,2,1,1,3,2,3,N,경남,시군구4,행정동5,상권유형B,Friday,N,316,11,121835,7,P57483,도시락,11522,4,300,서비스,120,스낵,121,과자
374,202010,06-12,40452,70대,M,자영업,생산직,0-2000,2,0.5973,4,0.3501,3,0.4053,4,0.2497,5,0.9601,1,0.7749,3,0.1225,1,0.6648,5,0.4966,2,0.5402,3,0.46,4,0.79,3,0.4382,5,0.4571,5,0.9055,4,0.4923,2,3,1,1,1,1,5,3,1,1,4,3,3,4,1,5,2,N,경북,시군구2,행정동2,상권유형C,Sunday,N,184,35,199268,2,P99418,음료,4623,2,100,식음료,310,헬스,211,의류
375,202104,18-24,70217,60대,F,학생,생산직,8000+,2,0.6502,1,0.2264,2,0.6357,4,0.2024,4,0.0627,3,0.3625,4,0.1688,5,0.9657,1,0.4212,1,0.0782,4,0.6752,3,0.1945,3,0.5372,3,0.9878,4,0.7546,5,0.442,1,5,3,5,2,1,5,2,5,4,2,4,4,2,1,1,3,N,제주,시군구4,행정동1,상권유형C,Sunday,N,157,12,111070,3,P15049,간식,7001,3,200,생활,110,음료,122,초콜릿
376,202007,18-24,99048,50대,F,은퇴,무직,0-2000,3,0.6818,2,0.5001,4,0.5764,4,0.3577,5,0.0655,1,0.3967,2,0.4338,5,0.6542,2,0.7303,3,0.5436,3,0.2932,5,0.9035,5,0.5384,4,0.891,5,0.3142,3,0.6546,5,1,5,2,4,3,5,4,5,5,4,2,2,1,4,3,3,N,대구,시군구3,행정동2,상권유형B,Tuesday,N,119,78,161393,8,P25973,도시락,36496,2,200,생활,210,주택,111,콜라
377,202102,18-24,85516,30대,M,학생,전문의,0-2000,3,0.2556,4,0.0261,4,0.7232,2,0.8284,4,0.8982,1,0.7999,2,0.2837,4,0.899,3,0.9258,1,0.0541,5,0.8846,1,0.6863,2,0.8706,5,0.0871,2,0.4498,5,0.3044,1,3,5,4,1,5,1,1,1,4,4,5,4,2,5,5,3,N,제주,시군구2,행정동5,상권유형C,Friday,N,272,79,136713,1,P84265,간식,5268,2,200,생활,120,스낵,122,초콜릿
378,202102,18-24,14583,30대,M,학생,전문의,0-2000,5,0.7216,4,0.3282,2,0.8364,4,0.862,3,0.3008,1,0.1799,2,0.6157,2,0.991,3,0.7939,3,0.0707,1,0.7811,3,0.1527,1,0.3459,5,0.4605,3,0.6507,2,0.8926,1,2,3,4,3,3,4,2,4,1,4,4,2,2,1,5,5,N,서울,시군구1,행정동3,상권유형B,Thursday,N,126,52,142895,6,P16900,스낵,25551,3,300,서비스,210,주택,121,과자
379,202010,12-18,98786,30대,M,직장인,생산직,8000+,4,0.2164,4,0.6779,3,0.4091,3,0.1753,2,0.597,2,0.6503,1,0.9053,5,0.6418,4,0.7367,2,0.4855,5,0.5516,3,0.7398,1,0.3162,5,0.9085,4,0.6804,5,0.4212,1,5,3,2,2,3,1,5,2,4,4,2,1,2,5,5,5,N,인천,시군구4,행정동3,상권유형A,Thursday,N,38,96,112847,4,P79903,도시락,15602,1,200,생활,110,음료,122,초콜릿
380,202009,12-18,65700,40대,F,취업준비,생산직,4000-6000,4,0.829,4,0.1087,2,0.423,4,0.3534,5,0.2875,1,0.3135,2,0.491,1,0.7823,4,0.4877,5,0.4998,3,0.4592,4,0.7241,4,0.7019,1,0.2203,5,0.9775,3,0.3417,4,4,4,5,5,4,4,2,4,2,4,4,4,2,5,4,1,N,경북,시군구2,행정동3,상권유형C,Friday,Y,21,12,159707,7,P43132,도시락,34940,4,300,서비스,220,의류,112,사이다
381,202006,18-24,18777,30대,M,취업준비,자영업자,2000-4000,1,0.2191,1,0.0629,1,0.4967,4,0.2375,4,0.6488,3,0.1043,5,0.5539,2,0.032,4,0.9002,5,0.339,2,0.6195,3,0.7423,1,0.6485,2,0.3784,4,0.493,2,0.9229,3,2,5,2,1,5,4,5,2,2,2,2,4,3,4,3,4,N,경북,시군구3,행정동2,상권유형B,Sunday,N,130,87,133385,1,P73685,생필품,31665,4,300,서비스,220,의류,121,과자
382,202105,06-12,45424,40대,F,학생,사무직,0-2000,3,0.6967,5,0.6522,1,0.5664,3,0.1226,5,0.1925,4,0.6875,1,0.4231,1,0.4273,1,0.4863,5,0.6218,4,0.7317,5,0.3449,4,0.8298,4,0.9469,3,0.2495,1,0.3581,4,2,1,4,3,3,2,5,1,3,3,3,4,4,3,2,2,N,광주,시군구2,행정동5,상권유형C,Friday,N,308,37,167018,2,P98365,음료,9601,1,100,식음료,220,의류,211,의류
383,202105,06-12,91870,30대,M,자영업,서비스직,4000-6000,4,0.7834,2,0.3978,1,0.1083,1,0.6464,3,0.4589,2,0.3187,3,0.7076,2,0.2883,4,0.9303,5,0.3874,4,0.135,5,0.7398,5,0.3093,1,0.7761,3,0.3622,5,0.0831,2,3,2,5,3,4,3,2,4,3,1,4,3,3,2,2,3,N,경북,시군구1,행정동4,상권유형B,Thursday,Y,264,76,179043,8,P61686,스낵,34079,1,100,식음료,220,의류,122,초콜릿
384,202008,18-24,39898,40대,M,학생,전문의,6000-8000,2,0.1889,1,0.8018,3,0.3126,2,0.3459,3,0.5335,1,0.8666,4,0.1007,2,0.8242,4,0.8029,1,0.587,5,0.8526,4,0.8266,4,0.0064,2,0.8323,2,0.9224,4,0.1553,2,1,2,1,5,3,5,5,5,1,2,5,5,3,3,3,5,N,부산,시군구1,행정동5,상권유형A,Friday,N,371,89,149550,3,P12161,생필품,33088,3,300,서비스,110,음료,112,사이다
385,202006,06-12,19180,30대,M,취업준비,전문의,8000+,3,0.238,5,0.9373,3,0.1719,5,0.2254,1,0.3336,3,0.919,1,0.0486,4,0.6776,4,0.1503,3,0.3498,1,0.4894,2,0.3471,1,0.9441,3,0.8795,3,0.6327,4,0.7143,4,1,5,5,3,5,1,4,4,3,3,2,5,2,1,2,5,N,대전,시군구5,행정동1,상권유형A,Thursday,N,299,13,101992,4,P57383,음료,14501,2,300,서비스,220,의류,122,초콜릿
386,202007,00-06,87633,30대,F,직장인,사무직,4000-6000,4,0.7791,1,0.957,3,0.3859,3,0.866,1,0.2517,1,0.8491,1,0.6413,2,0.6144,3,0.047,2,0.715,4,0.9353,2,0.208,4,0.0442,2,0.1712,2,0.8643,4,0.5623,1,4,1,5,1,3,3,5,1,1,4,3,2,2,2,2,3,N,서울,시군구2,행정동4,상권유형A,Wednesday,N,146,84,165806,7,P17290,스낵,42162,3,300,서비스,120,스낵,211,의류
